parent_code,code,name,type,asset_type,method_number_min,method_number,account_asset_id,account_depreciation_id,account_expense_id,account_income_id,method,method_time,method_period
2_1_11,2_1_11_1,"Masini pentru prelucrarea primara a fibrelor naturale. Masini, utilaje si instalatii pentru prelucrarea primara a fibrelor de lana si a parului. Masini pentru prelucrarea preliminara a deseurilor din fibre si a zdrentelor. Masini si instalatii din filaturile de bumbac. ",normal,fixed,96,168,213100,281300,681100,758300,linear,number,1
2_1_11,2_1_11_2,"Masini, utilaje si instalatii din filaturile de matase naturala. Masini, utilaje si instalatii din filaturile de fibre liberiene si din filaturile de lana. Masini si utilaje pentru prepararea firelor. Masini, utilaje si instalatii pentru produs materiale textile netesute si electroplus. Masini pentru pregatire in vederea tratamentelor si finisarii. Masini, aparate si instalatii de vopsit si de imprimat materiale textile.",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1_11,2_1_11_3,"Masini si instalatii de albit. Masini si instalatii pentru tratamente umede fara folosire de coloranti. Masini de stors si de uscat materiale textile. Masini si instalatii pentru apretura si finisarea speciala a materialelor textile, de controlat, ajustat si impachetat. Masini de tesut.",normal,fixed,96,168,213100,281300,681100,758300,linear,number,1
2_1_11,2_1_11_4,"Masini de tricotat, de impletit, crosetat si innodat.",normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1_11,2_1_11_5,"Alte masini, utilaje si instalatii neregaasite in cadrul clasei 2.1.11.",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1,2_1_12,"Masini, utilaje si instalatii din industria confectiilor",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1,2_1_13,"Masini, utilaje si instalatii pentru industria pielariei, blanariei si incaltamintei",view,none,,,,,,,,,
2_1_13,2_1_13_1,"Masini, utilaje si instalatii pentru produs talpa artificiala. Masini, utilaje si instalatii pentru confectii de incaltaminte din piele si din inlocuitori de piele. Masini, utilaje si instalatii pentru confectionarea incaltamintei din cauciuc, pentru confectii de manusi, blanarie, marochinarie si articole tehnice din piele.",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1_13,2_1_13_2,"Masini, utilaje si instalatii pentru tabacarii, in afara de:",normal,fixed,96,168,213100,281300,681100,758300,linear,number,1
2_1_13,2_1_13_2_1,"Masini, utilaje si instalatii pentru tabacarii - bazine de inmuiat, cenusarit, pretabacit, tabacit si decolorat",normal,fixed,192,288,213100,281300,681100,758300,linear,number,1
2_1_13,2_1_13_2_2,"Masini, utilaje si instalatii pentru tabacarii - haspele de inmuiat, cenusarit, decalcifiat,
semaluire, pielat, tabacit si argasit si butoaie de inmuiat, cenusarit,
decalcifiat, semaluire, pielat, tabacit, vopsit, retanat, uns, valcuit,
etc., agregate elicoidale de cenusarit si tabacit",normal,fixed,144,216,213100,281300,681100,758300,linear,number,1
2_1_13,2_1_13_3,"Alte masini, utilaje si instalatii neregasite in cadrul clasei 2.1.13.",normal,fixed,108,180,213100,281300,681100,758300,linear,number,1
2_1,2_1_14,"Masini, utilaje si instalatii pentru industria alimentara",view,none,,,,,,,,,
2_1_14,2_1_14_1,"Masini, utilaje si instalatii pentru abatoare si producerea preparatelor din carne",normal,fixed,96,168,213100,281300,681100,758300,linear,number,1
2_1_14,2_1_14_2,"Masini, utilaje si instalatii pentru lapte si produse lactate",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1_14,2_1_14_3,"Masini, utilaje si instalatii pentru producerea uleiurilor vegeatle si a margarinei, panificatie si producerea pastelor fainoase si a biscuitilor. Masini, utilaje si instalatii pentru producerea spirtului, amidonului, glucozei, deztrinei si drojdiei comprimate. Masini si instalatii pentru producerea tuicii, rachiurilor naturale, altor bauturi distilate si gazoase, esentelor si otetului",normal,fixed,108,180,213100,281300,681100,758300,linear,number,1
2_1_14,2_1_14_4,"Masini, utilaje si instalatii pentru ambalarea produselor alimentare. Masini, utilaje si instalatii pentru producerea conservelor de legume si fructe. Mesini, utilaje si instalatii comune pentru industria alimentara.",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1_14,2_1_14_5,"Masini, utilaje si instalatii pentru morarit",normal,fixed,156,252,213100,281300,681100,758300,linear,number,1
2_1_14,2_1_14_6,"Masini, utilaje si instalatii pentru producerea zaharului",normal,fixed,168,264,213100,281300,681100,758300,linear,number,1
2_1_14,2_1_14_7,"Masini, utilaje si instalatii pentru producerea produselor zaharoase. Masini, utilaje si instalatii pentru producerea vinului. Masini, utilaje si instalatii pentru producerea berii. Masini, utilaje si instalatii pentru prelucrarea tutunului si a produselor din tutun",normal,fixed,144,216,213100,281300,681100,758300,linear,number,1
2_1_14,2_1_14_8,Inventar gospodaresc din industria alimentara,normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1_14,2_1_14_9,"Alte masini, utilaje si instalatii neregasite in cadrul clasei 2.1.14.",normal,fixed,108,180,213100,281300,681100,758300,linear,number,1
2_1,2_1_15,"Masini, utilaje si instalatii pentru industria poligrafica",normal,fixed,96,168,213100,281300,681100,758300,linear,number,1
2_1,2_1_16,Masini de forta si utilaje energetice,view,none,,,,,,,,,
2_1_16,2_1_16_1,"Masini generatoare, in afara de",normal,fixed,264,408,213100,281300,681100,758300,linear,number,1
2_1_16_1,2_1_16_1_1,"Masini generatoare, instalatii de preparare a prafului de carbune, instalatii de tratare a apei de alimentare, instalatii de captare si evacuare a zgurei si cenusii;",normal,fixed,192,288,213100,281300,681100,758300,linear,number,1
2_1_16_1,2_1_16_1_2,"Masini generatoare, generatoare de energie electrica:",view,none,,,,,,,,,
2_1_16_1_2,2_1_16_1_2_1,"Masini generatoare, generatoare de curent continuu, de curent alternativ, generatoare de frecventa;",normal,fixed,144,216,213100,281300,681100,758300,linear,number,1
2_1_16_1_2,2_1_16_1_2_2,"Masini generatoare, grupuri electrogene stationare;",normal,fixed,108,180,213100,281300,681100,758300,linear,number,1
2_1_16_1_2,2_1_16_1_2_3,"Masini generatoare, grupuri electrogene mobile, grupuri de sudura mobile",normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1_16,2_1_16_2,Masini motrice:,view,none,,,,,,,,,
2_1_16_2,2_1_16_2_1,Masini motrice - motoare electrice de curent continuu si de curent alternativ;,normal,fixed,144,216,213100,281300,681100,758300,linear,number,1
2_1_16_2,2_1_16_2_2,"Masini motrice - turbine cu abur, turbine cu gaze;",normal,fixed,144,264,213100,281300,681100,758300,linear,number,1
2_1_16_2,2_1_16_2_3,Masini motrice - turbine hidraulice;,normal,fixed,144,264,213100,281300,681100,758300,linear,number,1
2_1_16_2,2_1_16_2_4,"Masini motrice - motoare cu ardere interna, cu piston, stabile;",normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1_16_2,2_1_16_2_5,Masini motrice - motoare eoliene.,normal,fixed,192,288,213100,281300,681100,758300,linear,number,1
2_1_16,2_1_16_3,"Transformatoare, redresoare, convertizoare, acumulatoare si compensatoare",view,none,,,,,,,,,
2_1_16_3,2_1_16_3_1,"Transformatoare si autotransformatoare, in afara de",normal,fixed,192,288,213100,281300,681100,758300,linear,number,1
2_1_16_3_1,2_1_16_3_1_1,"Transformatoare si autotransformatoare, transformatoare si autotransformatoare de sudura",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1_16_3_1,2_1_16_3_1_2,"Transformatoare si autotransformatoare, aparate de sudura electrica portabila",normal,fixed,48,72,213100,281300,681100,758300,linear,number,1
2_1_16_3,2_1_16_3_2,"Transformatoare si autotransformatoare, instalatii de redresare- instalatii de convertizoare, in afara de:",normal,fixed,144,216,213100,281300,681100,758300,linear,number,1
2_1_16_3_2,2_1_16_3_2_1,"Transformatoare si autotransformatoare, roboti de pornire mobili",normal,fixed,48,96,213100,281300,681100,758300,linear,number,1
2_1_16_3,2_1_16_3_3,"Transformatoare si autotransformatoare, baterii de acumulatoare, instalatii de compensare a puterii reactive",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1_16_3,2_1_16_3_4,"Transformatoare si autotransformatoare, baterii de acumulatoare pentru telecomunicatii",normal,fixed,60,108,213100,281300,681100,758300,linear,number,1
2_1_16,2_1_16_4,Compresoare si pompe de vid,view,none,,,,,,,,,
2_1_16_4,2_1_16_4_1,"Compresoare si pompe de vid compresoare cu piston, stabile",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1_16_4,2_1_16_4_2,"Compresoare si pompe de vid compresoare cu piston, mobile",normal,fixed,48,96,213100,281300,681100,758300,linear,number,1
2_1_16_4,2_1_16_4_3,"Compresoare si pompe de vid compresoare rotative, elicoidale, cu pistoane rotative, rotative cu inel lichid si centrifuge, stabile",normal,fixed,108,180,213100,281300,681100,758300,linear,number,1
2_1_16_4,2_1_16_4_4,"Compresoare si pompe de vid compresoare rotative, elicoidale, cu pistoane rotative, rotative cu inel lichid si centrifuge, mobile",normal,fixed,48,96,213100,281300,681100,758300,linear,number,1
2_1_16_4,2_1_16_4_5,Compresoare si pompe de vid pompe de vid,normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1_16,2_1_16_5,"Aparataje pentru statii electrice si posturi de transformare. Echipamente pentru centrale termice, electrice si nucleare",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1_16,2_1_16_6,"Alte masini, utilaje si instalatii neregasite in cadrul clasei 2.1.16.",normal,fixed,144,216,213100,281300,681100,758300,linear,number,1
2_1,2_1_17,"Masini, utilaje si instalatii comune care functioneaza independent",view,none,,,,,,,,,
2_1_17,2_1_17_1,Pompe si aparate pentru vehicularea lichidelor,view,none,,,,,,,,,
2_1_17_1,2_1_17_1_1,"Pompe centrifuge, in afara de:",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1_17_1,2_1_17_1_1_1,Pompe centrifuge - pentru lichide slab corozive;,normal,fixed,60,108,213100,281300,681100,758300,linear,number,1
2_1_17_1,2_1_17_1_1_2,Pompe centrifuge - pentru lichide cu actiune coroziva sau abraziva,normal,fixed,48,72,213100,281300,681100,758300,linear,number,1
2_1_17_1,2_1_17_1_1_3,Pompe centrifuge - pentru titei,normal,fixed,36,60,213100,281300,681100,758300,linear,number,1
2_1_17_1,2_1_17_1_2,Pompe centrifuge - pompe axiale;- pompe de injectie;- pompe cu roti dintate;- aparate si dispozitive pentru vehicularea lichidelor.,normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1_17_1,2_1_17_1_3,Pompe centrifuge - pompe cu piston:,view,none,,,,,,,,,
2_1_17_1_3,2_1_17_1_3_1,Pompe centrifuge - pentru lichide necorozive;,normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1_17_1_3,2_1_17_1_3_2,Pompe centrifuge - pentru lichide cu actiune abraziva si coroziva;,normal,fixed,48,96,213100,281300,681100,758300,linear,number,1
2_1_17_1_3,2_1_17_1_3_3,Pompe centrifuge - pentru extractia titeiului.,normal,fixed,24,48,213100,281300,681100,758300,linear,number,1
2_1_17_1,2_1_17_1_4,"Pompe centrifuge - pompe cu pistonase, pompe cu membrana si pompe elicoidale, in afara de:",normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1_17_1_4,2_1_17_1_4_1,Pompe centrifuge - pompe de adancime cu cavitati progresive pentru extractia titeiului.,normal,fixed,24,48,213100,281300,681100,758300,linear,number,1
2_1_17,2_1_17_2,"Masini si utilaje comune pentru prelucrarea mecanica a pamantului, minereurilor si a altor materii prime. Concasoare, delaioare si dezintegratoare. Ciururi si site. Alte masini si utilaje (roti desecatoare, gratare de separare, clasoare). Masini de echilibrat. Mori in afara de:",normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1_17_2,2_1_17_2_1,"Masini si utilaje comune pentru prelucrarea mecanica a pamantului, minereurilor si a altor materii prime. Concasoare, delaioare si dezintegratoare. Ciururi si site. Alte masini si utilaje (roti desecatoare, gratare de separare, clasoare). Masini de echilibrat. Mori: morile din industria cimentului",normal,fixed,144,216,213100,281300,681100,758300,linear,number,1
2_1_17,2_1_17_3,"Ventilatoare, aeroterme si microcentrale termice murale sau de pardoseli, in afara de:",normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1_17_3,2_1_17_3_1,"Ventilatoare, aeroterme si microcentrale termice murale sau de pardoseli,: aparate de climatizare",normal,fixed,48,72,213100,281300,681100,758300,linear,number,1
2_1_17,2_1_17_4,"Mijloace de depozitare (rezervoare, tancuri, buncare, butelii industriale, etc.) incadrate in fluxul tehnologic:",view,none,,,,,,,,,
2_1_17_4,2_1_17_4_1,"Mijloace de depozitare (rezervoare, tancuri, buncare, butelii industriale, etc.) incadrate in fluxul tehnologic - mediu neutru sau coroziv;",normal,fixed,192,288,213100,281300,681100,758300,linear,number,1
2_1_17_4,2_1_17_4_2,"Mijloace de depozitare (rezervoare, tancuri, buncare, butelii industriale, etc.) incadrate in fluxul tehnologic - mediu puternic coroziv.",normal,fixed,108,180,213100,281300,681100,758300,linear,number,1
2_1_17,2_1_17_5,Amestecatoare si omogenizatoare,view,none,,,,,,,,,
2_1_17_5,2_1_17_5_1,Amestecatoare si omogenizatoare: a) mediu neutru sau usor coroziv,normal,fixed,144,216,213100,281300,681100,758300,linear,number,1
2_1_17_5,2_1_17_5_2,Amestecatoare si omogenizatoare: b) mediu puternic coroziv,normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1_17,2_1_17_6,Masini si instalatii pentru industria frigului,normal,fixed,108,180,213100,281300,681100,758300,linear,number,1
2_1_17,2_1_17_7,"Alte masini, utilaje si instalatii neregasite in cadrul clasei 2.1.17",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1,2_1_19,"Unelte, dispozitive, instrumente si truse de scule specializate folosite in industrie",normal,fixed,24,48,213100,281300,681100,758300,linear,number,1
2_1,2_1_2,"Prospectiuni geologice si geofizice, foraj si extractia titeiului si gazelor",view,none,,,,,,,,,
2_1_2,2_1_2_1,Sondeze,normal,fixed,84,132,213100,281300,681100,758300,linear,number,1
2_1_2,2_1_2_2,Utilaje si instalatii pentru forajul sondelor de titei si gaze,normal,fixed,60,108,213100,281300,681100,758300,linear,number,1
2_1_2,2_1_2_3,"Trepiede, turle metalice, geamblacuri, macarale, trolii si mese rotative. Agregate de cimentare si fisurare. Masini, utilaje si instalatii pentru extractia titeiului si gazelor.",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1_2,2_1_2_4,"Masini, utilaje si instalatii pentru carotaj, deviatii si perforari",normal,fixed,48,96,213100,281300,681100,758300,linear,number,1
2_1_2,2_1_2_5,Alte echipamente tehnologice neregasite in cadrul clasei 2.1.2.,normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1,2_1_20,Masini si utilaje pentru constructii,view,none,,,,,,,,,
2_1_20,2_1_20_1,"Masini si utilaje pentru saparea si pregatirea terenului. Screpere, gredere, buldozere, buldoexcavatoare, sapatoare de santuri, sapatoare de gropi si scarificatoare. Excavatoare sub 150 KW, in afara de:",normal,fixed,48,96,213100,281300,681100,758300,linear,number,1
2_1_20,2_1_20_1,"Unelte, dispozitive si instrumente folosite in constructii",normal,fixed,24,48,213100,281300,681100,758300,linear,number,1
2_1_20_1,2_1_20_1_1,"Masini si utilaje pentru saparea si pregatirea terenului. Screpere, gredere, buldozere, buldoexcavatoare, sapatoare de santuri, sapatoare de gropi si scarificatoare. Excavatoare sub 150 KW,: excavatoare de peste 150 KW",normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1_20,2_1_20_11,"Alte masini, utilaje si instalatii neregasite in cadrul clasei 2.1.20.",normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1_20,2_1_20_2,"Masini unelte pentru lucrari de fundatii, lucrari in stanca si pentru tuneluri. Instalatii de forat la sectiunea plina. Berbeci mecanici si extractoare de piloti. Utileje pentru executarea lucrarilor sub apa si masini de forat si turnat piloti, in afara de:",normal,fixed,48,96,213100,281300,681100,758300,linear,number,1
2_1_20_2,2_1_20_2_1,"Masini unelte pentru lucrari de fundatii, lucrari in stanca si pentru tuneluri. Instalatii de forat la sectiunea plina. Berbeci mecanici si extractoare de piloti. Utileje pentru executarea lucrarilor sub apa si masini de forat si turnat piloti,: sonete",normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1_20_2,2_1_20_2_2,"Masini unelte pentru lucrari de fundatii, lucrari in stanca si pentru tuneluri. Instalatii de forat la sectiunea plina. Berbeci mecanici si extractoare de piloti. Utileje pentru executarea lucrarilor sub apa si masini de forat si turnat piloti,: ciocane pneumatice",normal,fixed,24,48,213100,281300,681100,758300,linear,number,1
2_1_20_2,2_1_20_2_3,"Masini unelte pentru lucrari de fundatii, lucrari in stanca si pentru tuneluri. Instalatii de forat la sectiunea plina. Berbeci mecanici si extractoare de piloti. Utileje pentru executarea lucrarilor sub apa si masini de forat si turnat piloti,: scuturi",normal,fixed,36,60,213100,281300,681100,758300,linear,number,1
2_1_20,2_1_20_3,"Masini, utilaje si instalatii pentru prepararea, transportul si punerea in opera a betonului si mortarului, in afara de:",normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1_20_3,2_1_20_3_1,"Masini, utilaje si instalatii pentru prepararea, transportul si punerea in opera a betonului si mortarului,: betoniere si malaxoare, autobetoniere, pompe si autopompe de beton;",normal,fixed,48,96,213100,281300,681100,758300,linear,number,1
2_1_20_3,2_1_20_3_2,"Masini, utilaje si instalatii pentru prepararea, transportul si punerea in opera a betonului si mortarului,: centrale de beton;",normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1_20_3,2_1_20_3_3,"Masini, utilaje si instalatii pentru prepararea, transportul si punerea in opera a betonului si mortarului,: vibratoare de interior si de exterior pentru compactarea betonului",normal,fixed,36,60,213100,281300,681100,758300,linear,number,1
2_1_20,2_1_20_4,"Masini, utilaje si instalatii pentru lucrari de zidarie, tencuieli, finisaje, izolatii si instalatii, in afara de:",normal,fixed,48,96,213100,281300,681100,758300,linear,number,1
2_1_20_4,2_1_20_4_1,"Masini, utilaje si instalatii pentru lucrari de zidarie, tencuieli, finisaje, izolatii si instalatii,: unelte mecanice portabile (electrice, pneumatice, hidraulice)",normal,fixed,24,48,213100,281300,681100,758300,linear,number,1
2_1_20,2_1_20_5,"Masini, utilaje si instalatii pentru lucrari hidrotehnice, in afara de:",normal,fixed,144,216,213100,281300,681100,758300,linear,number,1
2_1_20_5,2_1_20_5_1,"Masini, utilaje si instalatii pentru lucrari hidrotehnice,: dragi",normal,fixed,144,216,213100,281300,681100,758300,linear,number,1
2_1_20_5,2_1_20_5_2,"Masini, utilaje si instalatii pentru lucrari hidrotehnice,: greifere plutitoare",normal,fixed,108,180,213100,281300,681100,758300,linear,number,1
2_1_20_5,2_1_20_5_3,"Masini, utilaje si instalatii pentru lucrari hidrotehnice,: elevatoare",normal,fixed,48,96,213100,281300,681100,758300,linear,number,1
2_1_20,2_1_20_6,"Masini, utilaje si instalatii pentru constructii si reparatii de drumuri, in afara de:",normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1_20_6,2_1_20_6_1,"Masini, utilaje si instalatii pentru constructii si reparatii de drumuri,: compactoare tractate si autoporpulsate vibratoare si mixte, masini de taiat asfalt, placi vibratoare si maiuri mecanice",normal,fixed,36,60,213100,281300,681100,758300,linear,number,1
2_1_20,2_1_20_7,"Masini, utilaje si instalatii pentru constructii si reparatii de cai ferate, in afara de:",normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1_20_7,2_1_20_7_1,"Masini, utilaje si instalatii pentru constructii si reparatii de cai ferate,: ciocane de burat prin vibrare",normal,fixed,36,60,213100,281300,681100,758300,linear,number,1
2_1_20_7,2_1_20_7_2,"Masini, utilaje si instalatii pentru constructii si reparatii de cai ferate,: masini de burat",normal,fixed,60,108,213100,281300,681100,758300,linear,number,1
2_1_20_7,2_1_20_7_3,"Masini, utilaje si instalatii pentru constructii si reparatii de cai ferate,: utilaje pentru indreptat si indoit sine",normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1_20_7,2_1_20_7_4,"Masini, utilaje si instalatii pentru constructii si reparatii de cai ferate,: masini pentru montarea si sudarea sinei",normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1_20_7,2_1_20_7_5,"Masini, utilaje si instalatii pentru constructii si reparatii de cai ferate,: masini pentru pozatrea caii, utilaje de masurat si verificat cale si masini de resctificat rosturi",normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1_20,2_1_20_8,Masini pentru executarea armaturilor din beton,normal,fixed,48,96,213100,281300,681100,758300,linear,number,1
2_1_20,2_1_20_9,Masini si utilaje pentru lucrari de conducte magistrale si linii de transport electrice,normal,fixed,48,96,213100,281300,681100,758300,linear,number,1
2_1,2_1_21,"Masini, utilaje si instalatii pentru agricultura",view,none,,,,,,,,,
2_1_21,2_1_21_1,Masini si utilaje pentru prelucrarea solului,view,none,,,,,,,,,
2_1_21_1,2_1_21_1_1,"Masini si utilaje pentru prelucrarea solului - tractoare agricole- masini pentru administrarea ingrasamintelor, aparate si dispozitive pentru tratarea culturilor (stropit, prafuit)",normal,fixed,48,96,213100,281300,681100,758300,linear,number,1
2_1_21_1,2_1_21_1_2,"Masini si utilaje pentru prelucrarea solului - utilaje si instalatii pentru irigatii;- masini pentru recoltat, treierat, curatat, sortat si tratat seminte, adunat si balotat fan si paie;- masini si echipamente pentru lucrarea si cultivarea pamantului, in afara de:",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1_21_1_2,2_1_21_1_2_1,"Masini si utilaje pentru prelucrarea solului - grape, netezitoare si nivelatoare",normal,fixed,60,108,213100,281300,681100,758300,linear,number,1
2_1_21,2_1_21_2,"Masini, instalatii si utilaje pentru zootehnie. Masini, instalatii si utilaje pentru prepararea hranei animalelor. Masini, instalatii si utilaje pentru adapatul, distribuirea hranei animalelor si evacuarea gunoiului. Masini, instalatii si utilaje pentru recoltarea produselor animale. Masini, instalatii si utilaje pentru apicultura. Masini, instalatii si utilaje pentru incubatii si pentru avicultura. Masini, instalatii si utilaje pentru dezinfectie veterinara.",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1_21,2_1_21_3,"Masini, instalatii si utilaje pentru legumicultura, viticultura si pomicultura.",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1_21,2_1_21_4,"Masini, instalatii si utilaje pentru producerea biogazului",normal,fixed,144,240,213100,281300,681100,758300,linear,number,1
2_1_21,2_1_21_5,"Unelte, dispozitive si instrumente folosite in agricultura",normal,fixed,24,48,213100,281300,681100,758300,linear,number,1
2_1_21,2_1_21_6,"Alte masini, utilaje si instalatii neregasite in cadrul clasei 2.1.21.",normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1,2_1_22,"Masini, utilaje si instalatii pentru transporturi si telecomunicatii",view,none,,,,,,,,,
2_1_22,2_1_22_1,"Masini, utilaje si instalatii pentru transport feroviar",view,none,,,,,,,,,
